time,id,Speed,xDistance,yDistance,Vx平均值,Vy平均值,grid_position,TTC_matrix,IS_matrix,Total_Risk_matrix,state,时间ID
17:40:19,772.0033487791837,1.9876978406103376,-4.02157335,0.384021526251914,2.0869278122932746,-0.002946692,4.025851392618855,39.78805267464375,1.3878662594223234,20.59591439376203,Low Risk,2
17:40:19,256.01280552668214,7.904647891297266,0.891066323497897,6.601581586642451,2.089603613396712,0.005306298130393333,1.9955270567590215,1.1483949775594924,2.303857070402858,1.7069712585676018,Medium Risk,2
17:40:19,265.97284806425375,7.404811939589694,-1.813445803,8.195047026035272,2.129038457832632,-0.004402,1.9853949984885237,1.5766852069814963,2.904136707837298,2.247414272253356,Medium Risk,2
17:40:19,0.9770236608654075,5.799023392465691,2.603538356697966,6.416947624206071,2.1151657205454693,-0.00967838,2.9868450449236192,1.8533810181136083,2.3857242654912842,2.1279000300838695,Medium Risk,2
17:40:20,255.99261294292901,9.720083410119923,3.001174357468299,6.5011646565641605,1.9881677176416959,0.011144335434163759,2.988570023988369,0.9212055629156515,2.545076131860733,1.7212795189056214,Medium Risk,2
17:40:20,257.0024795994515,3.596113112947817,1.8044344113013482,2.5075648273400595,1.995634510582806,0.0018930003622499051,4.997216100744708,1.9265337892944336,1.0763015879426228,1.5133665936157787,Medium Risk,2
17:40:20,1042.982994140169,1.993393075205091,-4.00454206,-0.409499877,1.9942205592150888,-0.002295885,3.9940890181239794,0.49867073866270695,1.4240721224062054,0.9653776584733833,High Risk,2
17:40:20,0.985805127273454,6.3111863449739545,2.6804735333018725,6.407580816274634,2.015936088990832,0.00527549303611693,3.009154809369779,1.6027784121634019,2.4693433407842087,2.0406664231922926,Medium Risk,2
17:40:20,782.0119875203435,5.2043429122730345,-0.013099588,2.393330895020049,2.009922627879663,-0.001947652,5.001343619798132,0.757134114209824,0.8310038420398499,0.8083793825560011,High Risk,2
17:40:20,777.9883956421304,1.9978937453665315,-3.786045781,0.18769071340183807,1.9917502290952371,0.0034702160834934855,4.003352008257294,0.5021198983864109,1.3393450034804493,0.9119818567695152,High Risk,2
17:40:20,60.009681215020436,7.3159661597150345,2.5965530281471767,6.517644646643215,1.9832348369993975,-0.023945456,2.9950338273028723,1.321788086951589,2.4692129674817864,1.904074586984169,Medium Risk,2
17:40:21,257.0056378921353,4.182643926945036,2.9991338030718393,2.1901380919938434,1.9961209923541539,-0.002989509,6.001769640644821,1.6864784506228057,1.3229961390270175,1.4951714855957827,Medium Risk,2
17:40:21,1042.9858655165333,1.797520738085364,-4.200220977,0.006377832270286791,2.003684022014473,0.01729735654106379,4.008748014782665,20.884696031782944,1.4821686017339473,11.19765669978327,Low Risk,2
17:40:21,59.989449424213866,8.89002279646287,4.100631616725097,6.7914591084149345,1.9963274899257448,-0.004815413,3.0054697401847497,1.1536818159296347,2.8007585813030405,1.9861242672777812,Medium Risk,2
17:40:21,782.0054040726867,4.488781619246008,0.6002295620085021,2.5858240602590667,1.9992975352800513,0.03394368417246339,5.0131691827225495,1.0740712715281908,0.9399210457078128,0.9923557386691751,High Risk,2
17:40:21,777.998191888812,2.0169950260915575,-3.588672548,0.20395498063786632,2.0156014398690907,-0.01044359,4.011055988702875,0.4918679710590068,1.279356286358939,0.8853881568852426,High Risk,2
17:40:21,13.00606289126932,3.71264985814847,1.9799217033956877,2.394381533987819,1.9886915399283254,0.006323978444541821,5.001928815547074,1.8280966352410832,1.1132441961424935,1.4771773658930138,Medium Risk,2
17:40:22,256.98680860674995,3.9962798325454787,3.391887507790557,1.9904528590919666,2.263484480460876,-0.006529116,5.994338481028568,2.2686307043587712,1.3130653430474517,1.7903219353134052,Medium Risk,2
17:40:22,1043.001695282383,1.9996487006220829,-4.205875523,-0.58318491,2.28747167369691,-0.019641084,3.9935168244395225,15.66094991938063,1.4252184632761284,8.521427637154048,Low Risk,2
17:40:22,12.993582366665313,3.5143161284062594,1.4203784807623325,2.194613027462155,2.260571882650908,0.008428654843168792,5.003658520076088,2.129149643406126,0.850559196300398,1.5003651670008378,Medium Risk,2
17:40:22,795.9848681619624,10.190335810460551,-3.996684254,6.207038611644482,2.278137933935933,-0.00908396,1.0148879954241683,0.9442911030875052,2.45250842764128,1.686390539476022,Medium Risk,2
17:40:22,778.0008558486013,1.811990083865081,-4.004087759,0.20413768696608428,2.2733728479177766,0.012947264362814894,4.001614055345892,8.493699811825634,1.3243420207505274,4.90086880685575,Low Risk,2
17:40:22,274.0003043449725,10.107554042639842,0.49811839551244486,6.205099669373253,2.2747485621830874,-0.022705794,1.9843029287204366,0.7841042607856761,2.0662053735906114,1.4302039613791442,Medium Risk,2
17:40:23,274.001650421508,10.406127852356864,2.2888934023462624,6.299310789294279,2.205246132141069,0.006382078929998515,1.9869622205271704,0.8043813519209213,2.2425232845524743,1.5398710347972269,Medium Risk,2
17:40:23,257.0027033161971,3.2934404021970947,4.300581858149273,2.2041910572862764,2.2209518741643413,-0.000764371,6.010841588869977,4.417021601241043,1.623464833800416,3.03222729351616,Medium Risk,2
17:40:23,1043.0172786002784,1.9993218612244055,-4.398722567,-0.196855499,2.2179719953306676,-0.015056289,4.02638030313122,20.852376615149087,1.4787047475559734,11.161308636406357,Low Risk,2
17:40:23,12.99649290058068,3.2987441870839893,3.6841153193961156,2.374330474177457,2.209481115022949,0.008089127895843906,5.986558584458851,4.048026652136656,1.4985133953010705,2.7638119637447898,Medium Risk,2
17:40:23,796.0009440899117,10.51747703945248,-0.006894757,6.4019443235585305,2.201437544895075,-0.007132472,1.992195145664835,0.7580032601912867,2.1470511843367523,1.4623022047204581,Medium Risk,2
17:40:23,777.9989442107857,1.9956333441578151,-4.407870096,0.00716229232974701,2.202876022037699,-0.006039798,4.004031368367842,20.849757384632873,1.4755947723584517,11.16844904206701,Low Risk,2
17:40:23,780.978424337006,8.783062863936584,-4.583089546,5.601747692863106,2.207332203868763,-0.018252266,1.0069236708294722,1.0856587336790593,2.447398728733118,1.7571587775195945,Medium Risk,2
17:40:24,257.0158122307146,2.6102998464262375,4.810832634843023,2.3005241262479195,2.0966673460202236,0.0009338728181300995,5.997343650391184,10.634732401373558,1.847173389377612,6.2248881919143235,Low Risk,2
17:40:24,1043.0029297854298,2.0004083330662787,-4.601032615,-0.411239256,2.0814641766106328,0.013981782983175442,4.024147110462722,45.73080427596169,1.592359469636697,23.665477388620204,Low Risk,2
17:40:24,13.00896373639402,2.5925142963382637,4.58801858875584,2.426893298498532,2.1046198136099643,-0.007809615,5.989234041677247,10.357998343659935,1.795884280388361,6.06937761012115,Low Risk,2
17:40:24,781.0252530504623,9.497884546112626,-0.807104913,5.616632129821895,2.098118826527475,0.0009063754948757938,2.006060423201561,0.7532398265097772,1.939491565531726,1.3572109065787987,Medium Risk,2
17:40:24,778.001470517879,2.0007829041133927,-4.379787973,0.20601460087003803,2.0938253568452034,0.005067097580597095,4.009018443029712,43.6156695127407,1.5232284802217724,22.560398938352662,Low Risk,2
17:40:24,7.001744024380482,1.5904661431151932,6.609648458755579,-0.024893328,2.118490428079006,-0.003042708,6.004257458406812,13.18136413209863,2.2823512636567544,7.728507770056829,Low Risk,2
17:40:24,271.00702823317613,8.197429445141674,1.6081595132896942,5.504201935637308,2.1122305458940223,0.0007689222251758642,2.0035126494901827,0.9533095390454032,1.9760059134448729,1.4535091676593315,Medium Risk,2
17:40:25,271.0052069929567,9.400731387808023,6.0767244326900185,5.795529050072189,2.0018494145388313,0.006925737064825444,2.9966339645917364,1.1341826021475179,2.9733523265359265,2.0542639300908774,Medium Risk,2
17:40:25,256.9957733733539,2.5044704613726885,5.201173529796659,2.182652393725378,1.9982576180396525,-0.008407721,5.991896836565139,11.504549119206915,1.9820698944710957,6.757580993515746,Low Risk,2
17:40:25,1043.0008838369197,2.002711135371398,-4.394100398,-0.398985603,2.004305883440784,0.004538293772655308,4.0276788266937125,401.6541481067237,1.5499401606496575,201.6120111354885,Low Risk,2
17:40:25,7.00992733142647,2.593475504737216,6.87506451568322,0.10027721126447453,2.0150510885850093,0.0021483214503549555,5.996933077922016,11.66255391732252,2.444544321620318,7.051055964787174,Low Risk,2
17:40:25,13.008138494263662,2.4006633092112093,5.288241269032668,2.809575147904671,1.9853286656121987,0.0025727621045535175,6.002179070587572,15.336541343643125,2.1148546290749763,8.703828313527467,Low Risk,2
17:40:25,794.9969270932191,10.208079886073941,-4.987972347,6.99805360542065,2.029053588780173,0.0011253186036580974,1.0192081446799246,1.0431507885954394,3.041220212855579,2.0173243957236777,Medium Risk,2
17:40:25,778.0105179421671,1.9758874396928132,-3.99756696,0.21206314205719698,1.9982124422138507,0.006759091637274814,4.016841523275329,364.1035305707606,1.4083692364327767,182.77008627427597,Low Risk,2
17:40:25,262.014088054616,9.691436115952591,1.600449865730753,6.907145984963728,2.0106495755090976,0.01471148506240759,2.006819107876444,0.9263683960573446,2.4873790600047245,1.7019405752009262,Medium Risk,2
17:40:26,262.00771102729095,10.799755007958368,2.214673034510777,6.989897500572949,2.4245160626629376,-0.01715081,2.0074582254749775,0.8663409517284327,2.347457754156983,1.6162163823861386,Medium Risk,2
17:40:26,257.0055485687436,2.294145299829703,5.412287226225745,2.1958722786379035,2.416665809870954,-0.000607078,6.010626547070561,48.204197844927755,1.8649799798607192,25.043588201075686,Low Risk,2
17:40:26,1043.0160656026148,2.0114571531393044,-4.217733233,-0.420165296,2.4220977011454274,0.005750488148159263,3.987947605345317,10.032039533471353,1.3593995836608943,5.674149074834575,Low Risk,2
17:40:26,7.000768623639278,2.1132780289413575,7.283281441092869,0.09783520947684864,2.423256026596945,0.0013152866305459246,6.00324026003615,22.73864664766368,2.3498362040262855,12.524806624589626,Low Risk,2
17:40:26,795.0010683623999,11.203271472093299,0.000594148379029277,7.206440794303539,2.398596078613546,0.011686144527901432,2.010201970453827,0.8204818914033356,2.331226269920828,1.5681964119125296,Medium Risk,2
17:40:26,777.9975646354236,2.014111257761951,-4.190518417,0.39351091045771647,2.4150814765276354,-0.00942651,4.000144764282424,10.016263226676037,1.3490986976826562,5.703529532564687,Low Risk,2
17:40:27,257.00168705745847,1.9749404592773976,4.9996793085423805,2.1994387608703434,2.8726082031867732,0.016706674976690348,5.995045047313906,6.217251706263171,1.6048600090228253,3.894939310293839,Medium Risk,2
17:40:27,1043.0021247547097,1.9956827653941536,-4.608818607,-0.40372212,2.8729934260444625,0.009255337781998569,4.008406058801254,5.245965884123767,1.3464578300982837,3.2842430154503677,Medium Risk,2
17:40:27,7.0067438262708475,2.092883232358824,7.101157670441178,-0.201688589,2.8805731842376314,-0.007086834,5.993989758107878,9.097750417274938,2.1043827645443014,5.598498310118578,Low Risk,2
17:40:27,778.0042340907726,1.8071824990569658,-4.785576582,0.39065853737955025,2.882283189993776,-0.013456362,4.005302524273463,4.465514240310835,1.414859150107586,2.946363897831999,Medium Risk,2
19:11:43,513.9984962414069,16.593919439073623,6.091670125937575,-2.411406707,20.553400531409444,0.02874190825294449,9.007576914305945,1.6637448115561102,0.7109915182646707,1.187623619645159,High Risk,3
19:11:44,513.9880828369454,17.000392098377006,2.5891082339344904,-2.211366677,20.177750996900865,-0.031793663,9.006412249252254,1.0473334611985918,0.38775488521598106,0.7402151561538443,High Risk,3
19:11:44,1022.9942955119063,17.993362815881433,-0.011851256,-2.583528296,20.18378796977322,-0.042923948,7.993843594886041,1.190753498699328,0.27841229509684245,0.7387546195984451,High Risk,3
19:11:45,513.977516844155,17.098790857193965,0.008516491688695298,-2.320168296,19.2440250091869,-0.026935065,7.981651132175202,1.0758038545287671,0.26342432056810366,0.6653659166064079,High Risk,3
19:11:45,768.0090326758868,17.207499830187505,-0.398812597,-2.413264817,19.228503771092235,-0.037208911,7.986303393418082,1.2035409037432,0.282881528552901,0.738600818669639,High Risk,3
19:11:45,1022.9850389167856,17.20048679145672,-0.613885182,-2.404997967,19.247958029159552,-0.019539024,7.991425645196962,1.2133097548909555,0.27315954328322345,0.7638554920861033,High Risk,3
19:11:45,2.9993094050691727,16.97636156499925,-0.394024335,-2.401594425,19.24585252810063,-0.02660517,8.007468626944549,1.086050755167999,0.26835799538312477,0.6611298116632424,High Risk,3
19:11:45,4.005824566429456,17.11052026512518,-0.002469572,-2.614814841,19.240021423935403,-0.011749755,8.001087467630688,1.2109750632310514,0.3031211304354467,0.740090856306126,High Risk,3
19:11:46,513.9976210647734,17.197217795065168,-0.004414596,-2.603025953,18.267223224860405,-0.033403774,8.001008873154138,2.432746351841638,0.31983084630923003,1.381006360583677,Medium Risk,3
19:11:46,1023.0088677029529,16.800253302996296,-0.201494438,-2.405658695,18.248176655886038,-0.023793368,7.992653980774455,1.6346799462437367,0.2740958627862354,0.9529205950530579,High Risk,3
19:11:46,767.9941772735427,16.78426463849502,-0.393903446,-2.393397017,18.256369062297974,-0.039859753,7.990348805720166,1.6532267884063734,0.29695443841123875,0.9782353694145277,High Risk,3
19:11:47,1022.9820948762841,16.499313245910557,-1.802944482,-2.597637166,17.599700824788314,-0.031945002,8.003999776672945,2.8451828263988532,0.35921876905836814,1.6030818191879512,Medium Risk,3
19:11:47,768.0119566870947,16.487517811980076,-2.196379918,-2.605680947,17.620433696281836,-0.020094738,7.987644398349286,3.039936072296909,0.41258966426953275,1.7212307406394072,Medium Risk,3
19:11:48,1023.0036925016306,16.515150022347246,-3.011328018,-2.811593107,17.364677621059354,-0.032336274,7.018795677067081,4.786187512671333,0.49931736212635874,2.6451558837441564,Medium Risk,3
19:11:48,767.9972951237523,16.509259343166644,-3.003687047,-2.594938698,17.35764210658307,-0.026346169,6.988071571576918,4.61677930345043,0.4687413992780356,2.5476546029648306,Medium Risk,3
19:11:49,1022.9971706557484,16.989196819797627,-3.17801138,-2.78611405,17.010498773176675,-0.009334897,7.024763532211634,1216.4703133874732,0.5090926981375705,608.486615250286,Low Risk,3
19:11:50,768.0048234418698,17.201519922975503,-2.796108553,-2.794767934,16.921702924824878,-0.007255885,6.99833492354489,13.439107909013128,0.4855104673453463,6.968905220335011,Low Risk,3
19:11:50,1022.9839141107653,17.19492866551066,-2.811104102,-2.810769091,16.907887469665898,-0.009270867,6.989406088527647,13.453572512597146,0.469404452191323,6.963698957159016,Low Risk,3
19:11:50,257.9994005402612,17.20373751461503,-2.604048856,-2.794898191,16.895483119666125,0.009307488237665671,6.998095471760156,12.972544038461185,0.4706307238319674,6.711370990804375,Low Risk,3
19:11:51,1023.0118531613633,17.179626331425787,-2.596527039,-2.807533637,16.91951595916643,0.0017363772793927259,6.998312878215745,13.288249217377125,0.4565640846137392,6.87688929360434,Low Risk,3
19:11:51,1025.9935215458531,18.783618942535394,-1.194944028,-6.012725533,16.90886268441354,-0.0085676,8.006025111622408,3.238816125321776,0.7365100107165155,1.9896613726520116,Medium Risk,3
19:11:51,523.9965553596328,23.407510427109415,0.9055364774662985,-6.108894256,16.920956688698208,-0.002091382,8.005918034211486,0.9448836242287464,0.7470270730793593,0.8606270791574703,High Risk,3
19:11:52,523.9970166768662,22.592197649833135,1.2039856032106495,-5.687247765,16.962144277859956,-0.017323513,8.004345349449897,1.0331002800137725,0.7075236872492201,0.8612618354149704,High Risk,3
19:11:52,1025.983930720448,20.000106629553237,-0.006702586,-5.987093524,16.937325552533515,-0.014658918,7.988246225238991,1.983276926089836,0.7334173638043707,1.3500933234669616,Medium Risk,3
19:11:52,1023.0078886915,17.199098479120867,-2.812260077,-2.79800682,16.95303735035505,-0.01080269,6.993317786428994,16.005967751482192,0.4662447553368446,8.23302698838342,Low Risk,3
19:11:52,768.0072670337237,17.49813470385713,-2.411498791,-2.591864974,16.954618034582992,-0.009122848,8.00735794191978,6.468248467746265,0.43137440208609934,3.4428821063192108,Medium Risk,3
19:11:52,10.990571980858737,20.01225833906065,1.895039156787441,-5.607884709,16.957130463055947,-0.018064152,8.008776758819938,1.9429568876527592,0.7107106490543924,1.3173379942132306,Medium Risk,3
19:11:53,11.000258664987483,20.40611514280783,2.213693667414709,-5.600319139,16.48332852853008,-0.028432519,8 ,1.527469832219013,0.7564214160213223,1.1319118101037295,High Risk,3
19:11:53,523.993840119485,21.982718886819153,3.5085651778218305,-5.612210679,16.467242764017744,-0.037359225,8.997225598302505,1.2099084746556659,0.8148992766717907,0.9975184968774559,High Risk,3
19:11:53,1023.0136163497962,17.495696157791127,-1.80485273,-2.580919365,16.467088825956527,-0.036795278,7.998622471037842,3.0913382528519167,0.3729534198208421,1.7523983332013058,Medium Risk,3
19:11:54,10.999048614258799,21.093225115114617,5.287521080482699,-5.483943859,15.68980933316474,-0.044387438,9.004410778575762,1.3891923532348869,0.9536277396994925,1.1755922191493935,High Risk,3
19:11:54,1023.0178416356931,17.50366485938685,-0.797017002,-2.590936448,15.679899006874887,-0.025943472,8.007367390287271,1.4943633350528835,0.33208089502225224,0.9230055143727781,High Risk,3
19:11:54,767.9954373235371,17.4886065921757,-0.400379682,-2.599031723,15.682847236535784,-0.037404881,8.016668967164145,1.446398620668586,0.3456034567135935,0.9015408727819668,High Risk,3
19:11:55,1023.0001643102066,17.20505051282694,-0.209247437,-2.795015281,15.479290161124979,0.006618394643603627,8.009570574057765,1.6124623039592314,0.3429098750568091,0.9771368801902841,High Risk,3
19:11:55,513.0092742,17.413515246974146,0.9072597746886024,-3.410150931,15.471997691230706,-0.015144284,7.988601755726083,1.798676656864958,0.4516048710586032,1.1423560856156587,High Risk,3
19:11:56,513.0026846569798,17.19118990587965,2.013574022786649,-2.71250824,15.404730251653458,-0.032007441,8.00868833414098,1.8415562891632677,0.43866220371985637,1.1389594715180267,High Risk,3
19:11:56,1022.9971575373573,17.023893879362607,-0.19284122,-2.800816623,15.391383137503825,-0.032204321,8.013532153739227,1.7436208378306393,0.36185819275188225,1.0567887345682567,High Risk,3
19:11:57,513.0079319192907,17.100646617485726,3.5008336363820307,-2.809545586,15.277949881074798,-0.038105639,8.995466018859368,2.472520015308055,0.5741069656447588,1.5180951518167891,Medium Risk,3
19:11:57,1023.0023735265084,17.196476990043788,0.3926225450143677,-3.376959082,15.290432925758196,-0.027839649,8.017702315114029,1.7754294734019465,0.46039591534166935,1.1224730771137719,High Risk,3
19:11:58,513.0077904706636,16.600816563058014,3.3141113318818216,-2.79050018,15.266551421223546,-0.001311645,8.995247466623587,3.2342567106319593,0.5437343638503555,1.8985024755224846,Medium Risk,3
19:11:59,513.0066732819547,16.88749320390854,4.5066484105543045,-2.797815531,15.32781483551027,0.01013945881332262,9.002465282190832,3.3957795943136113,0.6680701507536339,2.018195894319996,Medium Risk,3
19:12:00,512.9902024969709,16.90680771415113,5.9158163784487465,-2.900929464,15.440247358650417,-0.023064965,9.006537458556322,4.519814794804837,0.8430212518076241,2.6648782158826734,Medium Risk,3
19:12:01,513.0093686950505,16.695529015217293,7.209163912871404,-3.107436492,15.553816622820511,0.004702581005995174,8.992272495819607,6.8913476502196,1.005170444945075,3.9393141494470285,Medium Risk,3
19:12:07,512.9965579826983,15.696174008459172,6.307280744048493,-2.686404495,17.629576834964837,-0.006230904,8.989058730038147,3.537992921644154,0.8200813365623205,2.197892502497682,Medium Risk,3
19:12:08,512.9926561903002,15.608613463774951,4.089926490514317,-2.706406161,17.95601491073521,-0.008091444,8.993075828319276,2.083140573639266,0.580588163745932,1.3412104133792382,Medium Risk,3
19:12:09,512.9983703804368,15.904879372976334,2.4020258324099077,-2.814230079,17.94211923182038,-0.027277112,8.00705328414387,1.8171955125475767,0.43150575222781623,1.1227980438337484,High Risk,3
19:12:09,1022.0038499222761,16.486207191278847,-0.007567515,-3.394207822,17.935174038870557,-0.016377946,8.004679962184811,2.3573239721646564,0.42242574469740557,1.388605527991233,Medium Risk,3
19:12:09,766.9967841144347,16.499648046085987,0.007454143806247172,-3.382607944,17.94338798994733,-0.02687927,7.999202003032779,2.366251055641166,0.40476708259942784,1.3791302702167507,Medium Risk,3
19:12:10,512.9847087479316,16.110026584715712,1.2039887148468817,-2.924269769,17.293524462915276,-0.01973696,7.993831895298645,2.663735008861273,0.39232097949156725,1.510981359109854,Medium Risk,3
19:12:10,1021.998072010291,16.78694212082231,0.01282626176776247,-3.20036549,17.28511732687032,-0.03102969,8.007937915872004,6.603292934742002,0.394214457501799,3.497827545719192,Medium Risk,3
19:12:10,766.998407188279,16.495544967336198,-0.396236784,-3.208221227,17.27385770293483,-0.022902313,7.996121028153832,4.111162071275602,0.3929067776765355,2.2754572352274876,Medium Risk,3
19:12:10,256.9961399474063,16.01370879603021,-0.798825129,-3.191653627,17.29199905034555,-0.022242028,7.993753444487838,2.5640072042877886,0.38505884779786653,1.479230458517117,Medium Risk,3
19:12:11,513.0126925320308,16.11023287489602,0.007266450142552193,-3.011532097,17.124975850814007,-0.019172034,7.997346112455249,2.9261260627947028,0.3683495655087381,1.6446258970806953,Medium Risk,3
19:12:11,1022.0081468037997,15.987437578917895,-0.812499981,-3.187151282,17.125297422990876,-0.019203252,7.978549817870395,2.933963225020005,0.4104057963215899,1.6825741916141377,Medium Risk,3
19:12:11,767.0010872150307,15.978552539060363,-0.987409052,-3.190112861,17.123751595545144,-0.028915217,7.998768079533455,2.9660294710639836,0.40423381980932704,1.6911286170851896,Medium Risk,3
19:12:12,513.0023705206784,16.193124884636433,-0.002813922,-3.486629653,17.354679701525935,0.0009604338429961157,7.99444164345657,3.0169137601660894,0.40499598946142457,1.7153722587648235,Medium Risk,3
19:12:12,1022.0176255432168,15.793022603315164,-0.196894763,-2.798215124,17.368143732026287,0.007813344054513399,7.995583263477452,1.8137417569294225,0.33551223302818817,1.061643835780242,High Risk,3
19:12:12,767.0055407713534,15.794111722886628,-0.403720385,-2.994351273,17.35864279140233,0.021540551658753827,7.98436373523363,1.9530077397018772,0.3682472911611013,1.1463803020097523,High Risk,3
19:12:13,1021.9990751825139,15.985162926338525,-0.793605313,-2.991065537,17.67578047645729,0.02445585656901679,8.009355135503652,1.8293662756705182,0.35695345963121927,1.079425671487574,High Risk,3
19:12:13,767.0143129857139,16.001397990306987,-1.009676053,-2.99148208,17.653148514743897,0.009708189122832049,7.96871396282691,1.8568015556389237,0.3675744835700164,1.1213515618430034,High Risk,3
19:12:14,1022.0221532980788,15.804780665287085,-2.582921531,-2.78820962,17.910884047752333,0.010822018347641515,7.012818690662978,1.8302349160165219,0.4400474040487522,1.1452086882881294,High Risk,3
19:12:14,766.9858972560008,15.819156487145936,-2.795514386,-2.993749538,17.904639067992623,-0.00507894,6.989515424134995,1.95951987018042,0.4784375321602024,1.2289451143645984,High Risk,3
19:12:15,1022.0060668970945,15.798969308167903,-4.796176742,-2.807193885,17.875447102881857,0.014150232790087404,6.995767873284794,2.687251694631548,0.6568658968341191,1.6698580340101155,Medium Risk,3
19:12:15,767.0023146921716,15.819995412222587,-5.596392574,-3.206768093,17.885063726765253,0.029726126767904256,6.993161464128785,3.110006851832757,0.7642706687647897,1.9251846639214916,Medium Risk,3
19:12:16,767.005984575881,15.795229936261387,-7.19853458,-3.207132746,17.869986702164578,0.0013745110498308377,6.993075850222538,3.8084301777668927,0.9236181974993225,2.386832210008343,Medium Risk,3
19:12:16,1022.0040476966637,15.811179606142627,-7.193171916,-3.205147729,17.86937350380146,-0.014111853,6.993223236664468,3.814576908057987,0.9565930638999659,2.3669253461433484,Medium Risk,3
19:12:42,48.98681954038085,13.206638822526124,6.394833550485663,-2.396715137,14.546761238423306,-0.001662751,8.990782440323043,5.058001107970768,0.892239165194782,2.9835703490097285,Medium Risk,3
19:12:43,48.995868443705795,13.200675342865434,4.999500582243788,-2.402515482,14.909555270391747,-0.014772267,9.012082120261715,3.2590432119988226,0.7254552781331106,1.9781982252438932,Medium Risk,3
19:12:43,772.0008414742988,20.49191974061733,-5.999132637,8.207889293521584,14.881257196615648,-0.010989161,0.9923740916549658,1.8289134512783114,1.3265598042691678,1.5786754512451862,Medium Risk,3
19:12:43,264.00281897664416,20.087599570745684,-1.908260271,8.102139731411766,14.892382741907044,-0.010233242,2.0023954687436674,1.5929023645561462,1.0715021235282347,1.346124318573154,Medium Risk,3
19:12:44,48.99176698678961,13.309177647859553,3.298964638507634,-2.201476039,15.504624446521621,0.020383706918689716,8.99579567837839,1.801149700995209,0.5155074873508216,1.169663505273456,High Risk,3
19:12:44,531.9957240959337,13.201573724105051,6.709089539570543,-2.505191977,15.477867661600598,0.020109056982872707,8.991194359482153,3.1113880853416322,0.8912593810661827,2.0079740930060788,Medium Risk,3
19:12:45,48.997048709180206,13.60948430121342,1.28927732735314,-2.30938859,15.644609058197886,-0.029615826,7.9898706448046815,1.2520249213496428,0.33087758117132104,0.8255102118658142,High Risk,3
19:12:45,531.9966410907714,13.506793469553848,4.700235242586139,-2.308913162,15.653684865602163,-0.024487139,9.005667929110695,2.4104940650371365,0.6607728560476721,1.5435311662756932,Medium Risk,3
19:12:46,49.010181836161436,14.18035139110808,-0.005359242,-2.306345529,14.870568929442333,-0.040025621,8.018985811626457,3.4741878429872495,0.3057733305703562,1.892438723298367,Medium Risk,3
19:12:46,532.0078368241021,14.00524391732576,3.001726631898435,-2.203655176,14.836356876483656,-0.031035016,8.986465752524687,4.318802858410801,0.4765624137846129,2.3984375519581453,Medium Risk,3
19:12:47,49.01588941697772,14.403693066473021,0.10501435229056429,-2.507147319,13.85670090045344,-0.012521228,7.987323194303039,4.635486458489235,0.3188255089179786,2.499328882148172,Medium Risk,3
19:12:47,531.9983539642844,14.288855756877261,2.89385354651944,-2.392599505,13.858803377901964,0.021111103712196468,8.982026629450246,8.6022250135911,0.511370004075824,4.553971475879454,Medium Risk,3
19:12:48,48.99713008613421,14.49518737109355,0.7030839092263516,-2.689692133,12.530456269568864,-0.056330252,8.007081543236396,1.4438866865645115,0.396064281940454,0.9008673090453683,High Risk,3
19:12:48,531.9917097951055,14.390550199110828,3.1893773967174233,-2.293311467,12.539258202357528,-0.055529998,8.997938607933785,2.11943914404608,0.5596423274045679,1.3374860206838057,Medium Risk,3
19:12:49,49.0026187848619,14.212200430310007,1.7068294230886136,-2.703685229,11.438822724385847,-0.093179817,7.994130383268956,1.1532534225524778,0.49472295136579014,0.8151466511104783,High Risk,3
19:12:49,531.9975256546452,13.995696924584502,4.102680054811457,-2.709445828,11.451203591077942,-0.071185942,8.983250498857693,1.9146658122026734,0.723987638023652,1.3301436773478483,Medium Risk,3
19:12:50,49.01792870057856,14.494403563786488,3.8083239939241236,-1.9842199,11.52178290087215,-0.011150099,8.985538764239791,1.4452799825562315,0.6475369711075144,1.0282928628762265,High Risk,3
19:12:50,532.0044403322653,14.604315001387413,7.093423354632996,-2.287700872,11.524048752561999,0.006714490010943685,8.988680019787926,2.4345322814019443,1.1083103765782183,1.75706708391434,Medium Risk,3
19:12:50,22.989108640608155,11.583763151673319,1.212513768271851,-5.503031303,11.539275842561109,-0.022760628,8.00738271042714,75.049737539764,0.8246008883156654,37.939657314289875,Low Risk,3
19:12:51,22.996778854045484,11.593532799683334,1.1114257283577316,-5.508031759,12.147032900902309,-0.012574932,8.012683690935992,10.424924909890336,0.8195706132631475,5.603822840892008,Low Risk,3
19:12:51,48.999817263040754,14.897235561696453,7.008694245580167,-1.300891088,12.139890407783273,0.011188873005124512,8.996897270392191,2.5775662316308705,1.0363868928461344,1.8029136631080958,Medium Risk,3
19:12:59,790.9734906926069,14.805133196927216,-7.011878219,3.3911216232982806,13.5109639108042,-0.022374903,0.9921107188373239,6.017871737714542,1.0447688077202948,3.535072387232417,Medium Risk,3
19:12:59,1038.9836432529362,14.793252918243677,-7.403194472,2.8100090061062226,13.513093155503302,-0.043454322,3.9976408964163563,6.1168418458279135,1.0772504228102253,3.5904672448049872,Medium Risk,3
19:13:00,791.0134982775298,15.001073056976473,-5.811789904,3.1863003395795464,13.810537497634074,-0.059598983,4.003291906338072,5.549790222258683,0.9063084566499147,3.2320862022946906,Medium Risk,3
